,,,,Native Hawaiian or Other Pacific Islander,-,-,547
,,,,Asian,0.49%,0.35%,20496
,,,,Other Race,1.31%,1.13%,20046
,,,,White,0.83%,0.69%,141730
,,,,American Indian or Alaska Native,-,-,1125
,,,,None of the above,0.44%,0.34%,5888
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",0.78%,0.64%,212416
,,,Hispanic or Latino,Black or African American,0.81%,0.58%,10892
,,,,Native Hawaiian or Other Pacific Islander,-,-,882
,,,,Asian,-,-,534
,,,,Other Race,0.74%,0.55%,41086
,,,,White,0.69%,0.50%,32723
,,,,American Indian or Alaska Native,0.60%,0.38%,3169
,,,,None of the above,0.46%,0.29%,5466
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",0.67%,0.50%,72928
,,,None of the above,Black or African American,0.78%,0.61%,7436
,,,,Native Hawaiian or Other Pacific Islander,-,-,258
,,,,Asian,-,-,1465
,,,,Other Race,0.97%,0.80%,13451
,,,,White,0.83%,0.68%,17629
,,,,American Indian or Alaska Native,-,-,645
,,,,None of the above,0.31%,0.23%,62176
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",0.46%,0.36%,92526
,,,Total,Black or African American,0.89%,0.72%,64091
,,,,Native Hawaiian or Other Pacific Islander,0.65%,-,1687
,,,,Asian,0.46%,0.33%,22495
,,,,Other Race,0.94%,0.75%,74583
,,,,White,0.81%,0.65%,192082
,,,,American Indian or Alaska Native,0.67%,0.45%,4939
,,,,None of the above,0.33%,0.25%,73530
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",0.68%,0.55%,377870
,≥ 18 and < 35 Years,Male,Not Hispanic or Latino,Black or African American,4.06%,3.42%,21079
,,,,Native Hawaiian or Other Pacific Islander,4.94%,3.95%,405
,,,,Asian,2.79%,2.48%,12349
,,,,Other Race,4.40%,3.74%,11928
,,,,White,2.67%,2.11%,97726
,,,,American Indian or Alaska Native,3.52%,3.27%,825
,,,,None of the above,2.17%,1.76%,1937
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",2.86%,2.31%,131269
,,,Hispanic or Latino,Black or African American,4.65%,3.72%,5462
,,,,Native Hawaiian or Other Pacific Islander,3.90%,3.58%,615
,,,,Asian,-,-,251
,,,,Other Race,4.24%,3.37%,18407
,,,,White,3.59%,2.89%,15942
,,,,American Indian or Alaska Native,4.29%,3.20%,1562
,,,,None of the above,2.88%,2.63%,1977
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",3.73%,2.96%,31620
,,,None of the above,Black or African American,4.30%,3.63%,3417
,,,,Native Hawaiian or Other Pacific Islander,7.49%,5.88%,187
,,,,Asian,3.05%,2.81%,853
,,,,Other Race,3.93%,3.24%,5718
,,,,White,3.17%,2.54%,9174
,,,,American Indian or Alaska Native,6.58%,5.64%,319
,,,,None of the above,2.40%,1.89%,21703
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",2.76%,2.21%,36063
,,,Total,Black or African American,4.19%,3.49%,29958
,,,,Native Hawaiian or Other Pacific Islander,4.81%,4.06%,1207
,,,,Asian,2.81%,2.49%,13453
,,,,Other Race,4.25%,3.47%,36053
,,,,White,2.83%,2.24%,122842
,,,,American Indian or Alaska Native,4.32%,3.51%,2706
,,,,None of the above,2.42%,1.94%,25617
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",2.98%,2.40%,198952
,,Female,Not Hispanic or Latino,Black or African American,3.85%,3.12%,32286
,,,,Native Hawaiian or Other Pacific Islander,3.09%,1.76%,680
,,,,Asian,2.61%,2.05%,19962
,,,,Other Race,3.73%,2.86%,19083
,,,,White,2.13%,1.39%,144528
,,,,American Indian or Alaska Native,4.09%,3.05%,1247
,,,,None of the above,1.42%,0.93%,2460
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",2.43%,1.71%,194686
,,,Hispanic or Latino,Black or African American,3.83%,2.91%,8650
,,,,Native Hawaiian or Other Pacific Islander,3.86%,2.65%,830
,,,,Asian,3.57%,3.10%,420
,,,,Other Race,3.72%,2.69%,29582
,,,,White,3.25%,2.28%,24523
,,,,American Indian or Alaska Native,2.79%,2.09%,2829
,,,,None of the above,2.77%,2.10%,2566
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",3.39%,2.44%,47971
,,,None of the above,Black or African American,4.15%,2.83%,5756
,,,,Native Hawaiian or Other Pacific Islander,4.14%,-,314
,,,,Asian,2.92%,2.57%,1439
,,,,Other Race,3.55%,2.49%,9540
,,,,White,2.81%,1.94%,14981
,,,,American Indian or Alaska Native,5.62%,4.77%,587
,,,,None of the above,2.01%,1.27%,30920
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",2.45%,1.64%,53631
,,,Total,Black or African American,3.88%,3.05%,46692
,,,,Native Hawaiian or Other Pacific Islander,3.62%,2.36%,1824
,,,,Asian,2.65%,2.11%,21821
,,,,Other Race,3.70%,2.71%,58205
,,,,White,2.33%,1.55%,184032
,,,,American Indian or Alaska Native,3.50%,2.68%,4663
,,,,None of the above,2.03%,1.30%,35946
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",2.59%,1.82%,296288
,,"Total: Total includes all data under the ≥ 18 and &lt; 35 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,3.93%,3.24%,53412
,,,,Native Hawaiian or Other Pacific Islander,3.77%,2.58%,1087
,,,,Asian,2.68%,2.21%,32345
,,,,Other Race,3.99%,3.20%,31061
,,,,White,2.35%,1.68%,242560
,,,,American Indian or Alaska Native,3.86%,3.14%,2073
,,,,None of the above,1.75%,1.29%,4403
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",2.60%,1.95%,326334
,,,Hispanic or Latino,Black or African American,4.15%,3.22%,14119
,,,,Native Hawaiian or Other Pacific Islander,3.88%,3.04%,1445
,,,,Asian,3.42%,2.67%,673
,,,,Other Race,3.92%,2.95%,48005
,,,,White,3.39%,2.52%,40483
,,,,American Indian or Alaska Native,3.32%,2.48%,4391
,,,,None of the above,2.82%,2.33%,4546
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",3.53%,2.65%,79623
,,,None of the above,Black or African American,4.20%,3.13%,9182
,,,,Native Hawaiian or Other Pacific Islander,5.39%,3.99%,501
,,,,Asian,2.96%,2.66%,2294
,,,,Other Race,3.70%,2.77%,15279
,,,,White,2.95%,2.16%,24185
,,,,American Indian or Alaska Native,6.06%,5.07%,908
,,,,None of the above,2.17%,1.53%,52650
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",2.57%,1.87%,89761
,,,Total,Black or African American,4.00%,3.22%,76713
,,,,Native Hawaiian or Other Pacific Islander,4.09%,3.03%,3033
,,,,Asian,2.71%,2.25%,35312
,,,,Other Race,3.91%,3.00%,94345
,,,,White,2.53%,1.83%,307228
,,,,American Indian or Alaska Native,3.81%,2.98%,7372
,,,,None of the above,2.19%,1.57%,61599
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",2.74%,2.05%,495718
,≥ 35 and < 45 Years,Male,Not Hispanic or Latino,Black or African American,12.54%,11.12%,13497
,,,,Native Hawaiian or Other Pacific Islander,11.76%,10.38%,289
,,,,Asian,12.10%,10.41%,7647
,,,,Other Race,9.84%,8.18%,8229
,,,,White,6.91%,5.38%,63822
,,,,American Indian or Alaska Native,11.54%,9.11%,615
,,,,None of the above,7.41%,6.60%,1242
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",8.16%,6.64%,85390
,,,Hispanic or Latino,Black or African American,12.42%,11.00%,3237
,,,,Native Hawaiian or Other Pacific Islander,15.69%,13.83%,376
,,,,Asian,11.26%,11.26%,151
,,,,Other Race,13.31%,11.12%,12616
,,,,White,11.82%,9.70%,10424
,,,,American Indian or Alaska Native,12.56%,10.95%,1178
,,,,None of the above,11.34%,9.10%,1296
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",12.15%,10.02%,20429
,,,None of the above,Black or African American,13.08%,11.60%,2034
,,,,Native Hawaiian or Other Pacific Islander,15.57%,11.48%,122
,,,,Asian,10.85%,12.28%,562
,,,,Other Race,10.76%,9.44%,3856
,,,,White,9.59%,7.53%,6431
,,,,American Indian or Alaska Native,12.29%,9.32%,236
,,,,None of the above,7.95%,6.13%,14735
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",8.80%,7.09%,24525
,,,Total,Black or African American,12.58%,11.15%,18768
,,,,Native Hawaiian or Other Pacific Islander,14.23%,12.20%,787
,,,,Asian,12.00%,10.55%,8360
,,,,Other Race,11.76%,9.88%,24701
,,,,White,7.76%,6.11%,80677
,,,,American Indian or Alaska Native,12.22%,10.20%,2029
,,,,None of the above,8.16%,6.39%,17273
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",8.91%,7.26%,130344
,,Female,Not Hispanic or Latino,Black or African American,10.75%,8.75%,19390
,,,,Native Hawaiian or Other Pacific Islander,7.03%,5.62%,427
,,,,Asian,6.68%,5.23%,12102
,,,,Other Race,6.96%,5.18%,11703
,,,,White,5.07%,3.34%,84484
,,,,American Indian or Alaska Native,8.64%,5.88%,799
,,,,None of the above,5.02%,3.39%,1595
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",6.12%,4.37%,115896
,,,Hispanic or Latino,Black or African American,9.49%,7.28%,4891
,,,,Native Hawaiian or Other Pacific Islander,10.22%,8.18%,489
,,,,Asian,8.18%,6.82%,220
,,,,Other Race,10.14%,7.30%,18049
,,,,White,9.16%,6.85%,14282
,,,,American Indian or Alaska Native,7.26%,5.44%,1819
,,,,None of the above,7.77%,6.60%,1545
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",9.37%,6.90%,28302
,,,None of the above,Black or African American,9.69%,7.36%,2798
,,,,Native Hawaiian or Other Pacific Islander,-,-,146
,,,,Asian,10.65%,9.21%,836
,,,,Other Race,7.50%,5.26%,5442
,,,,White,7.17%,4.80%,9048
,,,,American Indian or Alaska Native,8.36%,6.34%,347
,,,,None of the above,4.84%,3.28%,20138
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",5.89%,4.09%,33434
,,,Total,Black or African American,10.41%,8.34%,27079
,,,,Native Hawaiian or Other Pacific Islander,8.29%,6.59%,1062
,,,,Asian,6.95%,5.51%,13158
,,,,Other Race,8.68%,6.28%,35194
,,,,White,5.79%,3.93%,107814
,,,,American Indian or Alaska Native,7.76%,5.67%,2965
,,,,None of the above,5.05%,3.51%,23278
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",6.59%,4.72%,177632
,,"Total: Total includes all data under the ≥ 35 and &lt; 45 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,11.49%,9.73%,32903
,,,,Native Hawaiian or Other Pacific Islander,8.94%,7.54%,716
,,,,Asian,8.77%,7.23%,19758
,,,,Other Race,8.15%,6.41%,19946
,,,,White,5.86%,4.21%,148396
,,,,American Indian or Alaska Native,9.89%,7.27%,1416
,,,,None of the above,6.06%,4.79%,2839
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",6.98%,5.33%,201401
,,,Hispanic or Latino,Black or African American,10.65%,8.76%,8132
,,,,Native Hawaiian or Other Pacific Islander,12.60%,10.64%,865
,,,,Asian,9.43%,8.63%,371
,,,,Other Race,11.45%,8.87%,30670
,,,,White,10.28%,8.05%,24710
,,,,American Indian or Alaska Native,9.36%,7.60%,3001
,,,,None of the above,9.39%,7.74%,2842
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",10.54%,8.21%,48741
,,,None of the above,Black or African American,11.12%,9.16%,4836
,,,,Native Hawaiian or Other Pacific Islander,10.04%,7.43%,269
,,,,Asian,10.72%,10.44%,1399
,,,,Other Race,8.86%,7.00%,9305
,,,,White,8.19%,5.94%,15492
,,,,American Indian or Alaska Native,9.93%,7.53%,584
,,,,None of the above,6.15%,4.48%,34882
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",7.13%,5.36%,57983
,,,Total,Black or African American,11.30%,9.49%,45871
,,,,Native Hawaiian or Other Pacific Islander,10.81%,8.97%,1850
,,,,Asian,8.91%,7.46%,21528
,,,,Other Race,9.95%,7.76%,59921
,,,,White,6.63%,4.86%,188598
,,,,American Indian or Alaska Native,9.58%,7.50%,5001
,,,,None of the above,6.37%,4.73%,40563
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",7.57%,5.79%,308125
,≥ 45 and < 55 Years,Male,Not Hispanic or Latino,Black or African American,25.34%,22.13%,13559
,,,,Native Hawaiian or Other Pacific Islander,22.18%,20.62%,257
,,,,Asian,22.22%,19.64%,8178
,,,,Other Race,19.41%,16.96%,8103
,,,,White,15.20%,11.93%,74216
,,,,American Indian or Alaska Native,23.43%,19.37%,542
,,,,None of the above,16.98%,13.80%,1225
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",17.11%,13.92%,96403
,,,Hispanic or Latino,Black or African American,25.04%,21.58%,3035
,,,,Native Hawaiian or Other Pacific Islander,25.28%,21.02%,352
,,,,Asian,20.45%,18.18%,176
,,,,Other Race,26.75%,22.44%,11402
,,,,White,23.94%,20.10%,9494
,,,,American Indian or Alaska Native,21.64%,17.58%,1035
,,,,None of the above,21.37%,18.42%,1048
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",24.42%,20.29%,18273
,,,None of the above,Black or African American,23.48%,20.96%,1780
,,,,Native Hawaiian or Other Pacific Islander,32.35%,28.43%,102
,,,,Asian,26.69%,24.56%,517
,,,,Other Race,22.80%,19.40%,3232
,,,,White,18.37%,14.81%,6548
,,,,American Indian or Alaska Native,22.22%,16.40%,189
,,,,None of the above,14.97%,11.22%,15104
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",16.77%,13.19%,24514
,,,Total,Black or African American,25.11%,21.93%,18374
,,,,Native Hawaiian or Other Pacific Islander,25.18%,21.94%,711
,,,,Asian,22.44%,19.90%,8871
,,,,Other Race,23.57%,20.06%,22737
,,,,White,16.35%,13.00%,90258
,,,,American Indian or Alaska Native,22.25%,18.01%,1766
,,,,None of the above,15.50%,11.84%,17377
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",18.01%,14.63%,139190
,,Female,Not Hispanic or Latino,Black or African American,22.22%,18.72%,17316
,,,,Native Hawaiian or Other Pacific Islander,17.00%,14.73%,353
,,,,Asian,13.05%,11.32%,11887
,,,,Other Race,14.25%,11.09%,10191
,,,,White,9.76%,6.65%,95781
,,,,American Indian or Alaska Native,19.97%,14.52%,661
,,,,None of the above,11.01%,8.68%,1417
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",11.71%,8.70%,125116
,,,Hispanic or Latino,Black or African American,20.31%,15.83%,4447
,,,,Native Hawaiian or Other Pacific Islander,20.61%,15.22%,427
,,,,Asian,20.51%,17.52%,234
,,,,Other Race,20.87%,15.57%,15171
,,,,White,18.62%,14.10%,12576
,,,,American Indian or Alaska Native,17.21%,13.21%,1400
,,,,None of the above,15.04%,11.11%,1197
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",19.28%,14.39%,23916
,,,None of the above,Black or African American,20.82%,17.43%,2243
,,,,Native Hawaiian or Other Pacific Islander,22.22%,16.67%,144
,,,,Asian,20.03%,17.62%,664
,,,,Other Race,16.32%,12.20%,4229
,,,,White,14.12%,10.06%,8313
,,,,American Indian or Alaska Native,21.89%,18.11%,265
,,,,None of the above,9.46%,6.89%,18993
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",11.70%,8.67%,30721
,,,Total,Black or African American,21.74%,18.06%,24006
,,,,Native Hawaiian or Other Pacific Islander,19.48%,15.26%,924
,,,,Asian,13.55%,11.76%,12785
,,,,Other Race,17.94%,13.54%,29591
,,,,White,11.02%,7.70%,116670
,,,,American Indian or Alaska Native,18.53%,14.14%,2326
,,,,None of the above,9.87%,7.24%,21607
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",12.72%,9.45%,179753
,,"Total: Total includes all data under the ≥ 45 and &lt; 55 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,23.59%,20.22%,30882
,,,,Native Hawaiian or Other Pacific Islander,19.18%,17.21%,610
,,,,Asian,16.78%,14.71%,20071
,,,,Other Race,16.53%,13.68%,18301
,,,,White,12.14%,8.96%,170032
,,,,American Indian or Alaska Native,21.51%,16.69%,1204
,,,,None of the above,13.80%,11.04%,2645
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",14.06%,10.97%,221572
,,,Hispanic or Latino,Black or African American,22.22%,18.16%,7485
,,,,Native Hawaiian or Other Pacific Islander,22.72%,17.84%,779
,,,,Asian,20.49%,17.80%,410
,,,,Other Race,23.39%,18.52%,26576
,,,,White,20.91%,16.68%,22072
,,,,American Indian or Alaska Native,19.09%,15.07%,2436
,,,,None of the above,18.00%,14.52%,2245
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",21.50%,16.94%,42194
,,,None of the above,Black or African American,22.01%,18.98%,4025
,,,,Native Hawaiian or Other Pacific Islander,26.42%,21.54%,246
,,,,Asian,22.93%,20.64%,1182
,,,,Other Race,19.13%,15.32%,7461
,,,,White,15.99%,12.15%,14866
,,,,American Indian or Alaska Native,22.03%,17.40%,454
,,,,None of the above,11.90%,8.81%,34103
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",13.95%,10.67%,55248
,,,Total,Black or African American,23.20%,19.73%,42392
,,,,Native Hawaiian or Other Pacific Islander,21.96%,18.17%,1635
,,,,Asian,17.19%,15.09%,21663
,,,,Other Race,20.38%,16.37%,52338
,,,,White,13.35%,10.01%,206970
,,,,American Indian or Alaska Native,20.13%,15.80%,4094
,,,,None of the above,12.38%,9.29%,38993
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",15.03%,11.71%,319014
,≥ 55 and < 65 Years,Male,Not Hispanic or Latino,Black or African American,37.25%,32.11%,14586
,,,,Native Hawaiian or Other Pacific Islander,33.33%,29.32%,249
,,,,Asian,34.33%,30.75%,7445
,,,,Other Race,29.57%,24.87%,8947
,,,,White,22.39%,17.36%,108612
,,,,American Indian or Alaska Native,32.97%,27.00%,637
,,,,None of the above,21.94%,18.09%,1039
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",24.54%,19.60%,130770
,,,Hispanic or Latino,Black or African American,37.08%,32.19%,2681
,,,,Native Hawaiian or Other Pacific Islander,38.33%,31.33%,300
,,,,Asian,34.23%,32.89%,149
,,,,Other Race,37.59%,31.42%,9052
,,,,White,33.92%,28.43%,7798
,,,,American Indian or Alaska Native,28.17%,22.61%,774
,,,,None of the above,30.20%,24.58%,765
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",34.83%,29.04%,14650
,,,None of the above,Black or African American,37.20%,32.16%,1567
,,,,Native Hawaiian or Other Pacific Islander,40.37%,39.45%,109
,,,,Asian,40.35%,36.61%,508
,,,,Other Race,33.54%,29.27%,2603
,,,,White,26.48%,21.44%,7273
,,,,American Indian or Alaska Native,36.36%,29.09%,165
,,,,None of the above,20.47%,15.25%,16631
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",23.55%,18.43%,26245
,,,Total,Black or African American,37.23%,32.13%,18834
,,,,Native Hawaiian or Other Pacific Islander,36.78%,31.91%,658
,,,,Asian,34.71%,31.15%,8102
,,,,Other Race,33.60%,28.30%,20602
,,,,White,23.36%,18.29%,123683
,,,,American Indian or Alaska Native,30.96%,25.06%,1576
,,,,None of the above,20.96%,15.80%,18435
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",25.27%,20.22%,171665
,,Female,Not Hispanic or Latino,Black or African American,35.12%,29.99%,17097
,,,,Native Hawaiian or Other Pacific Islander,29.10%,22.41%,299
,,,,Asian,25.53%,23.00%,9807
,,,,Other Race,22.65%,18.06%,10458
,,,,White,14.47%,10.21%,129200
,,,,American Indian or Alaska Native,24.59%,18.11%,740
,,,,None of the above,15.82%,12.08%,1233
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",17.30%,13.06%,156038
,,,Hispanic or Latino,Black or African American,32.93%,26.40%,3738
,,,,Native Hawaiian or Other Pacific Islander,34.20%,27.32%,421
,,,,Asian,28.21%,25.64%,156
,,,,Other Race,34.14%,26.75%,11558
,,,,White,29.31%,22.68%,10010
,,,,American Indian or Alaska Native,26.91%,22.39%,996
,,,,None of the above,30.86%,24.62%,930
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",31.26%,24.33%,18699
,,,None of the above,Black or African American,34.26%,28.04%,1897
,,,,Native Hawaiian or Other Pacific Islander,27.93%,22.52%,111
,,,,Asian,29.17%,25.83%,569
,,,,Other Race,26.57%,20.34%,3162
,,,,White,19.92%,14.20%,8234
,,,,American Indian or Alaska Native,29.67%,21.53%,209
,,,,None of the above,14.04%,10.15%,20241
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",17.11%,12.61%,31304
,,,Total,Black or African American,34.69%,29.24%,22732
,,,,Native Hawaiian or Other Pacific Islander,31.53%,24.91%,831
,,,,Asian,25.77%,23.20%,10532
,,,,Other Race,28.42%,22.34%,25178
,,,,White,15.78%,11.28%,147444
,,,,American Indian or Alaska Native,26.32%,20.67%,1945
,,,,None of the above,14.83%,10.86%,22404
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",18.54%,14.01%,206041
,,"Total: Total includes all data under the ≥ 55 and &lt; 65 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,36.10%,30.97%,31686
,,,,Native Hawaiian or Other Pacific Islander,31.02%,25.55%,548
,,,,Asian,29.33%,26.35%,17254
,,,,Other Race,25.84%,21.20%,19409
,,,,White,18.09%,13.48%,237863
,,,,American Indian or Alaska Native,28.47%,22.22%,1377
,,,,None of the above,18.61%,14.83%,2273
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",20.60%,16.04%,286864
,,,Hispanic or Latino,Black or African American,34.65%,28.81%,6421
,,,,Native Hawaiian or Other Pacific Islander,35.92%,28.99%,721
,,,,Asian,31.15%,29.18%,305
,,,,Other Race,35.65%,28.80%,20612
,,,,White,31.33%,25.20%,17809
,,,,American Indian or Alaska Native,27.46%,22.49%,1770
,,,,None of the above,30.56%,24.60%,1695
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",32.83%,26.40%,33351
,,,None of the above,Black or African American,35.59%,29.91%,3464
,,,,Native Hawaiian or Other Pacific Islander,34.09%,30.91%,220
,,,,Asian,34.42%,30.89%,1078
,,,,Other Race,29.70%,24.36%,5767
,,,,White,22.99%,17.59%,15508
,,,,American Indian or Alaska Native,32.62%,24.87%,374
,,,,None of the above,16.94%,12.45%,36872
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",20.05%,15.26%,57553
,,,Total,Black or African American,35.84%,30.55%,41571
,,,,Native Hawaiian or Other Pacific Islander,33.85%,28.01%,1489
,,,,Asian,29.66%,26.66%,18637
,,,,Other Race,30.74%,25.02%,45788
,,,,White,19.24%,14.48%,271180
,,,,American Indian or Alaska Native,28.40%,22.64%,3521
,,,,None of the above,17.60%,13.09%,40840
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",21.60%,16.84%,377768
,≥ 65 and < 75 Years,Male,Not Hispanic or Latino,Black or African American,46.52%,38.48%,8964
,,,,Native Hawaiian or Other Pacific Islander,38.41%,31.10%,164
,,,,Asian,42.24%,38.40%,5963
,,,,Other Race,35.52%,29.11%,7083
,,,,White,28.10%,20.88%,98022
,,,,American Indian or Alaska Native,39.67%,29.81%,426
,,,,None of the above,23.89%,18.35%,812
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",30.13%,23.03%,113231
,,,Hispanic or Latino,Black or African American,48.13%,40.65%,1604
,,,,Native Hawaiian or Other Pacific Islander,53.09%,44.44%,162
,,,,Asian,53.41%,52.27%,88
,,,,Other Race,49.25%,39.73%,4573
,,,,White,42.46%,34.09%,4286
,,,,American Indian or Alaska Native,43.87%,38.04%,326
,,,,None of the above,42.49%,31.81%,393
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",44.72%,35.88%,7909
,,,None of the above,Black or African American,45.95%,40.51%,864
,,,,Native Hawaiian or Other Pacific Islander,36.96%,34.78%,46
,,,,Asian,48.71%,41.94%,310
,,,,Other Race,40.72%,33.87%,1358
,,,,White,31.31%,24.15%,5346
,,,,American Indian or Alaska Native,44.32%,34.09%,88
,,,,None of the above,26.11%,18.74%,11851
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",28.72%,21.57%,18561
,,,Total,Black or African American,46.70%,38.93%,11432
,,,,Native Hawaiian or Other Pacific Islander,44.62%,37.37%,372
,,,,Asian,42.71%,38.77%,6361
,,,,Other Race,40.89%,33.34%,13014
,,,,White,28.83%,21.57%,107654
,,,,American Indian or Alaska Native,41.79%,33.45%,840
,,,,None of the above,26.46%,19.11%,13056
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",30.77%,23.56%,139701
,,Female,Not Hispanic or Latino,Black or African American,45.91%,37.91%,12181
,,,,Native Hawaiian or Other Pacific Islander,36.45%,30.37%,214
,,,,Asian,36.73%,32.17%,7789
,,,,Other Race,29.14%,22.30%,8476
,,,,White,19.51%,13.61%,117956
,,,,American Indian or Alaska Native,36.89%,26.60%,515
,,,,None of the above,22.74%,16.94%,862
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",22.66%,16.68%,137879
,,,Hispanic or Latino,Black or African American,46.48%,36.92%,2270
,,,,Native Hawaiian or Other Pacific Islander,49.21%,40.48%,252
,,,,Asian,46.15%,33.65%,104
,,,,Other Race,46.43%,35.92%,6548
,,,,White,39.44%,29.90%,5880
,,,,American Indian or Alaska Native,41.12%,32.13%,445
,,,,None of the above,43.27%,34.89%,513
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",42.57%,32.67%,10904
,,,None of the above,Black or African American,45.35%,39.90%,1173
,,,,Native Hawaiian or Other Pacific Islander,51.22%,37.80%,82
,,,,Asian,36.32%,32.34%,402
,,,,Other Race,37.43%,28.99%,1742
,,,,White,25.27%,17.77%,6443
,,,,American Indian or Alaska Native,44.44%,31.75%,126
,,,,None of the above,19.26%,13.31%,14753
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",22.63%,16.27%,22960
,,,Total,Black or African American,45.95%,37.92%,15624
,,,,Native Hawaiian or Other Pacific Islander,44.53%,36.13%,548
,,,,Asian,36.83%,32.20%,8295
,,,,Other Race,36.75%,28.31%,16766
,,,,White,20.69%,14.55%,130279
,,,,American Indian or Alaska Native,39.50%,29.47%,1086
,,,,None of the above,20.21%,14.19%,16128
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",23.92%,17.64%,171743
,,"Total: Total includes all data under the ≥ 65 and &lt; 75 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,46.16%,38.15%,21146
