,,,None of the above,12.52%,9.45%,34791
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",14.96%,11.66%,318830
,≥ 55 and < 65 Years,Male,Black or African American,37.15%,32.04%,18965
,,,Native Hawaiian or Other Pacific Islander,35.82%,31.49%,670
,,,Asian,34.47%,30.77%,8122
,,,Other Race,33.64%,28.25%,20788
,,,White,23.17%,18.07%,125623
,,,American Indian or Alaska Native,30.53%,24.62%,1572
,,,None of the above,21.38%,16.27%,16272
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",25.18%,20.10%,171598
,,Female,Black or African American,34.63%,29.32%,22924
,,,Native Hawaiian or Other Pacific Islander,31.31%,25.24%,840
,,,Asian,25.78%,23.22%,10636
,,,Other Race,28.37%,22.27%,25525
,,,White,15.53%,11.13%,149826
,,,American Indian or Alaska Native,26.33%,20.64%,1967
,,,None of the above,15.46%,11.12%,19506
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",18.45%,13.95%,205875
,,"Total: Total includes all data under the ≥ 55 and &lt; 65 Years bucket, including data from rows not currently displayed.",Black or African American,35.77%,30.55%,41893
,,,Native Hawaiian or Other Pacific Islander,33.31%,28.01%,1510
,,,Asian,29.55%,26.49%,18761
,,,Other Race,30.73%,24.95%,46320
,,,White,19.02%,14.29%,275507
,,,American Indian or Alaska Native,28.20%,22.41%,3539
,,,None of the above,18.15%,13.46%,35779
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",21.51%,16.75%,377538
,≥ 65 and < 75 Years,Male,Black or African American,46.55%,38.63%,11547
,,,Native Hawaiian or Other Pacific Islander,44.92%,37.82%,394
,,,Asian,42.65%,38.52%,6439
,,,Other Race,40.95%,33.15%,13169
,,,White,28.61%,21.32%,109005
,,,American Indian or Alaska Native,41.32%,32.82%,847
,,,None of the above,26.66%,19.30%,11486
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",30.64%,23.40%,139704
,,Female,Black or African American,45.70%,37.75%,15760
,,,Native Hawaiian or Other Pacific Islander,45.13%,36.46%,565
,,,Asian,36.64%,31.95%,8389
,,,Other Race,36.85%,28.35%,16949
,,,White,20.58%,14.44%,132063
,,,American Indian or Alaska Native,38.21%,28.46%,1107
,,,None of the above,19.96%,14.26%,14037
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",23.82%,17.55%,171649
,,"Total: Total includes all data under the ≥ 65 and &lt; 75 Years bucket, including data from rows not currently displayed.",Black or African American,46.06%,38.12%,27309
,,,Native Hawaiian or Other Pacific Islander,45.05%,37.02%,959
,,,Asian,39.25%,34.80%,14828
,,,Other Race,38.64%,30.45%,30121
,,,White,24.21%,17.55%,241093
,,,American Indian or Alaska Native,39.56%,30.35%,1954
,,,None of the above,22.97%,16.52%,25527
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",26.88%,20.18%,311386
,75 Years or more,Male,Black or African American,48.22%,40.54%,5612
,,,Native Hawaiian or Other Pacific Islander,42.38%,35.71%,210
,,,Asian,43.17%,38.10%,4383
,,,Other Race,41.90%,32.77%,7568
,,,White,31.30%,22.48%,80349
,,,American Indian or Alaska Native,43.09%,32.95%,434
,,,None of the above,30.57%,20.78%,5986
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",32.79%,24.09%,96972
,,Female,Black or African American,49.05%,40.56%,9642
,,,Native Hawaiian or Other Pacific Islander,43.19%,34.20%,345
,,,Asian,39.44%,34.97%,5487
,,,Other Race,37.94%,28.99%,11117
,,,White,23.14%,16.09%,113718
,,,American Indian or Alaska Native,35.62%,27.76%,598
,,,None of the above,23.62%,16.52%,8879
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",25.80%,18.66%,138782
,,"Total: Total includes all data under the 75 Years or more bucket, including data from rows not currently displayed.",Black or African American,48.73%,40.55%,15256
,,,Native Hawaiian or Other Pacific Islander,42.81%,34.71%,556
,,,Asian,41.10%,36.36%,9871
,,,Other Race,39.54%,30.52%,18688
,,,White,26.52%,18.73%,194083
,,,American Indian or Alaska Native,38.76%,29.94%,1032
,,,None of the above,26.41%,18.24%,14867
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",28.67%,20.89%,235775
,No value,Male,Black or African American,7.38%,5.61%,29854
,,,Native Hawaiian or Other Pacific Islander,6.29%,4.70%,1001
,,,Asian,5.05%,3.93%,11922
,,,Other Race,6.72%,4.67%,32685
,,,White,7.19%,4.80%,153436
,,,American Indian or Alaska Native,7.73%,5.08%,1812
,,,None of the above,3.45%,2.48%,23797
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",6.61%,4.52%,228559
,,Female,Black or African American,7.64%,5.49%,25738
,,,Native Hawaiian or Other Pacific Islander,7.07%,5.24%,820
,,,Asian,3.99%,2.65%,12680
,,,Other Race,6.11%,4.04%,28246
,,,White,5.92%,3.69%,139809
,,,American Indian or Alaska Native,5.75%,3.64%,1566
,,,None of the above,3.08%,2.13%,19894
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",5.70%,3.66%,204220
,,"Total: Total includes all data under the No value bucket, including data from rows not currently displayed.",Black or African American,7.50%,5.55%,55632
,,,Native Hawaiian or Other Pacific Islander,6.63%,4.93%,1825
,,,Asian,4.51%,3.27%,24623
,,,Other Race,6.43%,4.37%,60978
,,,White,6.58%,4.27%,293437
,,,American Indian or Alaska Native,6.79%,4.43%,3385
,,,None of the above,3.28%,2.32%,43728
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",6.18%,4.11%,433082
,"Total: Total includes all data under the Jan 1 – Dec 31 2022 bucket, including data from rows not currently displayed.",Male,Black or African American,15.08%,12.75%,161731
,,,Native Hawaiian or Other Pacific Islander,15.38%,13.03%,5702
,,,Asian,15.16%,13.39%,71673
,,,Other Race,13.81%,11.23%,191740
,,,White,13.74%,10.29%,837755
,,,American Indian or Alaska Native,13.53%,10.79%,13375
,,,None of the above,9.10%,6.77%,141121
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",13.29%,10.24%,1255776
,,Female,Black or African American,15.26%,12.50%,197715
,,,Native Hawaiian or Other Pacific Islander,14.35%,11.25%,7100
,,,Asian,12.03%,10.34%,93214
,,,Other Race,12.20%,9.23%,234640
,,,White,10.29%,7.12%,1005341
,,,American Indian or Alaska Native,11.47%,8.70%,17038
,,,None of the above,7.11%,5.05%,162274
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",10.68%,7.78%,1499969
,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",Black or African American,15.17%,12.61%,359611
,,,Native Hawaiian or Other Pacific Islander,14.80%,12.04%,12811
,,,Asian,13.39%,11.66%,164974
,,,Other Race,12.92%,10.12%,426595
,,,White,11.86%,8.56%,1843971
,,,American Indian or Alaska Native,12.37%,9.61%,30437
,,,None of the above,8.04%,5.85%,303508
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",11.86%,8.89%,2756996
Jan 1 – Dec 31 2023,Less than 18 Years,Male,Black or African American,0.70%,0.53%,37246
,,,Native Hawaiian or Other Pacific Islander,-,-,981
,,,Asian,0.38%,0.27%,12918
,,,Other Race,0.76%,0.59%,45003
,,,White,0.71%,0.57%,107688
,,,American Indian or Alaska Native,0.54%,0.39%,3305
,,,None of the above,0.28%,0.23%,37804
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",0.58%,0.46%,212775
,,Female,Black or African American,0.82%,0.68%,36379
,,,Native Hawaiian or Other Pacific Islander,-,-,977
,,,Asian,0.51%,0.43%,11950
,,,Other Race,0.82%,0.66%,42510
,,,White,0.75%,0.61%,102081
,,,American Indian or Alaska Native,0.54%,0.38%,3121
,,,None of the above,0.28%,0.19%,37893
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",0.61%,0.49%,204629
,,"Total: Total includes all data under the Less than 18 Years bucket, including data from rows not currently displayed.",Black or African American,0.76%,0.60%,73641
,,,Native Hawaiian or Other Pacific Islander,-,-,1958
,,,Asian,0.44%,0.35%,24878
,,,Other Race,0.79%,0.63%,87543
,,,White,0.73%,0.59%,209861
,,,American Indian or Alaska Native,0.54%,0.39%,6427
,,,None of the above,0.28%,0.21%,75718
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",0.60%,0.48%,417553
,≥ 18 and < 35 Years,Male,Black or African American,3.88%,3.15%,33408
,,,Native Hawaiian or Other Pacific Islander,4.34%,3.27%,1406
,,,Asian,2.52%,2.21%,15249
,,,Other Race,3.95%,3.27%,41553
,,,White,2.72%,2.14%,133366
,,,American Indian or Alaska Native,3.83%,3.03%,3364
,,,None of the above,2.44%,1.94%,28776
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",2.84%,2.27%,220994
,,Female,Black or African American,3.55%,2.72%,54073
,,,Native Hawaiian or Other Pacific Islander,3.32%,2.17%,2170
,,,Asian,2.45%,1.89%,25204
,,,Other Race,3.44%,2.44%,67516
,,,White,2.21%,1.46%,203398
,,,American Indian or Alaska Native,2.87%,1.96%,5724
,,,None of the above,1.82%,1.14%,40197
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",2.41%,1.66%,334472
,,"Total: Total includes all data under the ≥ 18 and &lt; 35 Years bucket, including data from rows not currently displayed.",Black or African American,3.67%,2.88%,87548
,,,Native Hawaiian or Other Pacific Islander,3.71%,2.60%,3581
,,,Asian,2.47%,2.01%,40504
,,,Other Race,3.64%,2.76%,109178
,,,White,2.41%,1.73%,337231
,,,American Indian or Alaska Native,3.23%,2.36%,9100
,,,None of the above,2.08%,1.47%,69020
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",2.58%,1.90%,556093
,≥ 35 and < 45 Years,Male,Black or African American,11.42%,9.92%,21996
,,,Native Hawaiian or Other Pacific Islander,12.32%,10.56%,966
,,,Asian,11.14%,9.85%,9712
,,,Other Race,10.65%,8.71%,29129
,,,White,7.05%,5.49%,90840
,,,American Indian or Alaska Native,10.83%,8.87%,2391
,,,None of the above,7.56%,5.95%,19037
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",8.20%,6.61%,148563
,,Female,Black or African American,9.52%,7.47%,31889
,,,Native Hawaiian or Other Pacific Islander,8.09%,6.25%,1248
,,,Asian,6.57%,5.14%,15122
,,,Other Race,7.90%,5.71%,41121
,,,White,5.35%,3.56%,120903
,,,American Indian or Alaska Native,7.29%,5.35%,3511
,,,None of the above,4.72%,3.34%,24691
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",6.12%,4.33%,200600
,,"Total: Total includes all data under the ≥ 35 and &lt; 45 Years bucket, including data from rows not currently displayed.",Black or African American,10.30%,8.47%,53912
,,,Native Hawaiian or Other Pacific Islander,9.93%,8.12%,2216
,,,Asian,8.35%,6.98%,24850
,,,Other Race,9.04%,6.96%,70285
,,,White,6.08%,4.39%,211878
,,,American Indian or Alaska Native,8.75%,6.77%,5911
,,,None of the above,5.96%,4.48%,43744
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",7.00%,5.30%,349354
,≥ 45 and < 55 Years,Male,Black or African American,24.06%,20.82%,20206
,,,Native Hawaiian or Other Pacific Islander,22.89%,20.40%,843
,,,Asian,21.19%,18.69%,10053
,,,Other Race,22.44%,18.84%,26149
,,,White,15.42%,12.14%,96850
,,,American Indian or Alaska Native,21.10%,17.61%,2033
,,,None of the above,15.15%,11.84%,18220
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",17.19%,13.90%,150977
,,Female,Black or African American,20.24%,16.64%,26491
,,,Native Hawaiian or Other Pacific Islander,19.13%,15.15%,1056
,,,Asian,12.97%,11.18%,14429
,,,Other Race,16.82%,12.69%,33683
,,,White,10.37%,7.18%,123956
,,,American Indian or Alaska Native,16.22%,12.45%,2675
,,,None of the above,9.43%,6.79%,21967
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",12.03%,8.88%,192903
,,"Total: Total includes all data under the ≥ 45 and &lt; 55 Years bucket, including data from rows not currently displayed.",Black or African American,21.89%,18.45%,46706
,,,Native Hawaiian or Other Pacific Islander,20.80%,17.48%,1899
,,,Asian,16.34%,14.26%,24492
,,,Other Race,19.28%,15.38%,59838
,,,White,12.59%,9.35%,220871
,,,American Indian or Alaska Native,18.32%,14.67%,4710
,,,None of the above,12.02%,9.08%,40198
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",14.29%,11.08%,343974
,≥ 55 and < 65 Years,Male,Black or African American,36.58%,31.20%,20355
,,,Native Hawaiian or Other Pacific Islander,34.39%,29.50%,756
,,,Asian,33.72%,30.06%,9439
,,,Other Race,32.68%,27.29%,23361
,,,White,22.65%,17.58%,131880
,,,American Indian or Alaska Native,30.11%,24.46%,1807
,,,None of the above,20.76%,15.90%,18899
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",24.68%,19.63%,184002
,,Female,Black or African American,33.82%,28.38%,24785
,,,Native Hawaiian or Other Pacific Islander,31.44%,25.11%,916
,,,Asian,24.52%,21.95%,12226
,,,Other Race,27.22%,21.38%,28340
,,,White,15.20%,10.76%,156806
,,,American Indian or Alaska Native,25.36%,19.67%,2145
,,,None of the above,15.03%,10.78%,22224
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",18.07%,13.58%,219722
,,"Total: Total includes all data under the ≥ 55 and &lt; 65 Years bucket, including data from rows not currently displayed.",Black or African American,35.06%,29.65%,45144
,,,Native Hawaiian or Other Pacific Islander,32.78%,27.09%,1672
,,,Asian,28.53%,25.48%,21668
,,,Other Race,29.68%,24.05%,51707
,,,White,18.60%,13.88%,288737
,,,American Indian or Alaska Native,27.53%,21.86%,3952
,,,None of the above,17.66%,13.13%,41129
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",21.08%,16.34%,403787
,≥ 65 and < 75 Years,Male,Black or African American,46.30%,38.08%,12917
,,,Native Hawaiian or Other Pacific Islander,43.98%,37.20%,457
,,,Asian,42.20%,38.17%,7720
,,,Other Race,40.34%,32.40%,15041
,,,White,28.04%,20.75%,118309
,,,American Indian or Alaska Native,41.42%,32.53%,956
,,,None of the above,26.31%,18.96%,13613
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",30.20%,22.94%,154224
,,Female,Black or African American,45.16%,37.38%,17653
,,,Native Hawaiian or Other Pacific Islander,43.51%,35.05%,639
,,,Asian,35.47%,31.22%,9951
,,,Other Race,36.64%,27.85%,19486
,,,White,20.02%,13.92%,141580
,,,American Indian or Alaska Native,37.64%,27.48%,1270
,,,None of the above,19.78%,14.09%,16411
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",23.42%,17.21%,187472
,,"Total: Total includes all data under the ≥ 65 and &lt; 75 Years bucket, including data from rows not currently displayed.",Black or African American,45.64%,37.67%,30572
,,,Native Hawaiian or Other Pacific Islander,43.70%,35.95%,1096
,,,Asian,38.41%,34.26%,17671
,,,Other Race,38.25%,29.83%,34529
,,,White,23.67%,17.03%,259924
,,,American Indian or Alaska Native,39.26%,29.65%,2226
,,,None of the above,22.74%,16.30%,30032
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",26.48%,19.80%,341743
,75 Years or more,Male,Black or African American,49.41%,40.48%,6327
,,,Native Hawaiian or Other Pacific Islander,43.75%,38.84%,224
,,,Asian,44.05%,38.58%,5199
,,,Other Race,41.94%,32.45%,8773
,,,White,31.33%,22.08%,87685
,,,American Indian or Alaska Native,42.77%,31.77%,491
,,,None of the above,29.84%,20.02%,7423
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",32.96%,23.80%,107531
,,Female,Black or African American,49.51%,40.59%,10821
,,,Native Hawaiian or Other Pacific Islander,43.67%,35.98%,403
,,,Asian,39.80%,35.24%,6611
,,,Other Race,38.50%,29.09%,12728
,,,White,23.15%,15.84%,123311
,,,American Indian or Alaska Native,37.30%,29.36%,705
,,,None of the above,23.21%,15.74%,10710
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",25.94%,18.54%,152715
,,"Total: Total includes all data under the 75 Years or more bucket, including data from rows not currently displayed.",Black or African American,49.46%,40.54%,17150
,,,Native Hawaiian or Other Pacific Islander,43.56%,36.88%,629
,,,Asian,41.67%,36.71%,11811
,,,Other Race,39.89%,30.45%,21509
,,,White,26.55%,18.43%,211022
,,,American Indian or Alaska Native,39.55%,30.35%,1196
,,,None of the above,25.92%,17.49%,18134
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",28.84%,20.71%,260276
,No value,Male,Black or African American,6.37%,4.96%,34186
,,,Native Hawaiian or Other Pacific Islander,5.86%,3.84%,1041
,,,Asian,4.98%,3.83%,14809
,,,Other Race,6.08%,4.31%,37206
,,,White,6.73%,4.48%,168491
,,,American Indian or Alaska Native,7.52%,5.56%,1995
,,,None of the above,3.29%,2.18%,27667
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",6.07%,4.14%,255861
,,Female,Black or African American,6.62%,4.70%,29726
,,,Native Hawaiian or Other Pacific Islander,5.94%,3.13%,926
,,,Asian,3.62%,2.65%,15533
,,,Other Race,5.44%,3.54%,32764
,,,White,5.65%,3.52%,154484
,,,American Indian or Alaska Native,5.91%,4.72%,1778
,,,None of the above,2.75%,1.88%,23505
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",5.28%,3.39%,230525
,,"Total: Total includes all data under the No value bucket, including data from rows not currently displayed.",Black or African American,6.48%,4.84%,63965
,,,Native Hawaiian or Other Pacific Islander,5.89%,3.51%,1968
,,,Asian,4.28%,3.22%,30361
,,,Other Race,5.78%,3.94%,70024
,,,White,6.21%,4.02%,323199
,,,American Indian or Alaska Native,6.75%,5.16%,3777
,,,None of the above,3.04%,2.04%,51215
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",5.69%,3.78%,486735
,"Total: Total includes all data under the Jan 1 – Dec 31 2023 bucket, including data from rows not currently displayed.",Male,Black or African American,14.40%,12.05%,181220
,,,Native Hawaiian or Other Pacific Islander,14.41%,12.13%,6440
,,,Asian,14.93%,13.16%,82621
,,,Other Race,13.16%,10.65%,219410
,,,White,13.36%,9.91%,903018
,,,American Indian or Alaska Native,12.76%,10.17%,15770
,,,None of the above,8.86%,6.58%,166490
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",12.83%,9.81%,1388795
,,Female,Black or African American,14.44%,11.73%,223481
,,,Native Hawaiian or Other Pacific Islander,13.60%,10.59%,7976
,,,Asian,11.64%,10.02%,107220
,,,Other Race,11.61%,8.71%,267591
,,,White,9.95%,6.82%,1082988
,,,American Indian or Alaska Native,10.62%,8.03%,20072
,,,None of the above,6.82%,4.79%,190769
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",10.25%,7.42%,1658761
,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",Black or African American,14.42%,11.87%,404876
,,,Native Hawaiian or Other Pacific Islander,13.95%,11.27%,14425
,,,Asian,13.07%,11.38%,189949
,,,Other Race,12.30%,9.58%,487242
,,,White,11.50%,8.22%,1987069
,,,American Indian or Alaska Native,11.56%,8.97%,35869
,,,None of the above,7.77%,5.62%,357407
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",11.43%,8.50%,3049062
Jan 1 – Dec 31 2024,Less than 18 Years,Male,Black or African American,0.68%,0.51%,47616
,,,Native Hawaiian or Other Pacific Islander,-,-,1220
,,,Asian,0.41%,0.31%,16956
,,,Other Race,0.86%,0.68%,58359
,,,White,0.93%,0.76%,139478
,,,American Indian or Alaska Native,0.52%,0.34%,3867
,,,None of the above,0.39%,0.30%,50375
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",0.71%,0.57%,277622
,,Female,Black or African American,0.87%,0.68%,45487
,,,Native Hawaiian or Other Pacific Islander,-,-,1170
,,,Asian,0.54%,0.41%,15242
,,,Other Race,0.90%,0.72%,53968
,,,White,0.95%,0.77%,129265
,,,American Indian or Alaska Native,0.38%,0.30%,3669
,,,None of the above,0.43%,0.31%,49994
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",0.75%,0.60%,261872
,,"Total: Total includes all data under the Less than 18 Years bucket, including data from rows not currently displayed.",Black or African American,0.77%,0.59%,93133
,,,Native Hawaiian or Other Pacific Islander,-,-,2390
,,,Asian,0.47%,0.36%,32216
,,,Other Race,0.88%,0.70%,112364
,,,White,0.94%,0.77%,268874
,,,American Indian or Alaska Native,0.45%,0.32%,7537
,,,None of the above,0.41%,0.31%,100397
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",0.73%,0.58%,539713
,≥ 18 and < 35 Years,Male,Black or African American,3.92%,3.11%,35611
,,,Native Hawaiian or Other Pacific Islander,3.96%,2.87%,1465
,,,Asian,2.66%,2.18%,16783
,,,Other Race,4.30%,3.48%,45885
,,,White,3.04%,2.36%,143075
,,,American Indian or Alaska Native,3.73%,2.96%,3647
,,,None of the above,2.47%,1.88%,33052
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",3.04%,2.37%,240982
,,Female,Black or African American,3.51%,2.61%,59692
,,,Native Hawaiian or Other Pacific Islander,3.20%,2.02%,2281
,,,Asian,2.49%,1.87%,27200
,,,Other Race,3.43%,2.42%,74741
,,,White,2.31%,1.54%,218570
,,,American Indian or Alaska Native,2.54%,1.74%,6257
,,,None of the above,1.76%,1.14%,46200
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",2.44%,1.68%,366560
,,"Total: Total includes all data under the ≥ 18 and &lt; 35 Years bucket, including data from rows not currently displayed.",Black or African American,3.66%,2.80%,95373
,,,Native Hawaiian or Other Pacific Islander,3.50%,2.35%,3748
,,,Asian,2.55%,1.98%,44040
,,,Other Race,3.76%,2.82%,120750
,,,White,2.60%,1.87%,362198
,,,American Indian or Alaska Native,2.97%,2.20%,9916
,,,None of the above,2.06%,1.45%,79315
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",2.68%,1.95%,608282
,≥ 35 and < 45 Years,Male,Black or African American,11.11%,9.40%,24229
,,,Native Hawaiian or Other Pacific Islander,11.76%,9.26%,1037
,,,Asian,10.65%,8.94%,11046
,,,Other Race,10.52%,8.49%,32512
,,,White,6.97%,5.28%,98260
,,,American Indian or Alaska Native,10.43%,8.32%,2607
,,,None of the above,7.30%,5.65%,21398
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",8.06%,6.32%,163229
,,Female,Black or African American,8.95%,6.97%,35934
,,,Native Hawaiian or Other Pacific Islander,7.68%,5.24%,1355
,,,Asian,6.40%,4.80%,17086
,,,Other Race,7.56%,5.33%,46441
,,,White,5.23%,3.40%,132700
,,,American Indian or Alaska Native,7.37%,5.48%,3851
,,,None of the above,4.57%,3.14%,28110
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",5.92%,4.10%,223318
,,"Total: Total includes all data under the ≥ 35 and &lt; 45 Years bucket, including data from rows not currently displayed.",Black or African American,9.82%,7.95%,60191
,,,Native Hawaiian or Other Pacific Islander,9.44%,6.98%,2394
,,,Asian,8.06%,6.42%,28149
,,,Other Race,8.78%,6.63%,78992
,,,White,5.97%,4.20%,231140
,,,American Indian or Alaska Native,8.63%,6.62%,6468
,,,None of the above,5.75%,4.23%,49535
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",6.82%,5.04%,386800
,≥ 45 and < 55 Years,Male,Black or African American,23.24%,19.71%,21839
,,,Native Hawaiian or Other Pacific Islander,22.93%,20.43%,881
,,,Asian,20.93%,18.17%,11459
,,,Other Race,21.41%,17.53%,30121
,,,White,14.98%,11.54%,104148
,,,American Indian or Alaska Native,20.75%,17.63%,2207
,,,None of the above,15.03%,11.55%,20130
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",16.76%,13.29%,164401
,,Female,Black or African American,19.03%,15.22%,29527
,,,Native Hawaiian or Other Pacific Islander,16.80%,13.28%,1137
,,,Asian,12.55%,10.40%,16877
,,,Other Race,15.59%,11.51%,39333
,,,White,9.93%,6.75%,136679
,,,American Indian or Alaska Native,15.73%,11.88%,2987
,,,None of the above,9.26%,6.71%,24118
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",11.53%,8.34%,214650
,,"Total: Total includes all data under the ≥ 45 and &lt; 55 Years bucket, including data from rows not currently displayed.",Black or African American,20.81%,17.13%,51380
,,,Native Hawaiian or Other Pacific Islander,19.47%,16.40%,2018
,,,Asian,15.94%,13.54%,28346
,,,Other Race,18.11%,14.12%,69466
,,,White,12.11%,8.82%,240912
,,,American Indian or Alaska Native,17.86%,14.32%,5196
,,,None of the above,11.89%,8.91%,44262
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",13.80%,10.49%,379173
,≥ 55 and < 65 Years,Male,Black or African American,36.22%,30.62%,22116
,,,Native Hawaiian or Other Pacific Islander,33.62%,27.81%,809
,,,Asian,32.71%,28.90%,11064
,,,Other Race,31.73%,26.19%,27873
,,,White,22.43%,17.15%,145083
,,,American Indian or Alaska Native,29.30%,23.81%,1949
,,,None of the above,20.42%,15.33%,20989
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",24.42%,19.17%,203605
,,Female,Black or African American,33.22%,27.29%,27597
,,,Native Hawaiian or Other Pacific Islander,30.83%,24.25%,973
,,,Asian,23.20%,20.44%,14665
,,,Other Race,25.57%,19.56%,34075
,,,White,14.88%,10.38%,175494
,,,American Indian or Alaska Native,24.28%,18.39%,2393
,,,None of the above,14.85%,10.42%,24309
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",17.70%,13.07%,246751
,,"Total: Total includes all data under the ≥ 55 and &lt; 65 Years bucket, including data from rows not currently displayed.",Black or African American,34.55%,28.77%,49717
,,,Native Hawaiian or Other Pacific Islander,32.10%,25.87%,1782
,,,Asian,27.29%,24.08%,25736
,,,Other Race,28.34%,22.54%,61955
,,,White,18.30%,13.44%,320625
,,,American Indian or Alaska Native,26.53%,20.82%,4342
,,,None of the above,17.42%,12.69%,45311
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",20.74%,15.83%,450430
,≥ 65 and < 75 Years,Male,Black or African American,46.15%,37.36%,14960
,,,Native Hawaiian or Other Pacific Islander,43.26%,37.00%,527
,,,Asian,41.99%,37.23%,9250
,,,Other Race,39.13%,31.09%,19313
,,,White,27.74%,20.27%,138379
,,,American Indian or Alaska Native,40.28%,31.11%,1080
,,,None of the above,25.91%,18.38%,15694
,,,"Total: Total includes all data under the Male bucket, including data from rows not currently displayed.",29.95%,22.46%,180580
,,Female,Black or African American,44.71%,36.12%,20911
,,,Native Hawaiian or Other Pacific Islander,42.49%,33.62%,699
,,,Asian,34.94%,30.67%,11868
,,,Other Race,34.67%,26.08%,24600
,,,White,19.51%,13.38%,167494
,,,American Indian or Alaska Native,36.18%,26.15%,1476
,,,None of the above,19.88%,13.71%,18725
,,,"Total: Total includes all data under the Female bucket, including data from rows not currently displayed.",22.99%,16.63%,221639
,,"Total: Total includes all data under the ≥ 65 and &lt; 75 Years bucket, including data from rows not currently displayed.",Black or African American,45.31%,36.63%,35874
,,,Native Hawaiian or Other Pacific Islander,42.82%,35.07%,1226
,,,Asian,38.03%,33.54%,21118
,,,Other Race,36.63%,28.28%,43918
,,,White,23.24%,16.49%,305922
,,,American Indian or Alaska Native,37.91%,28.25%,2556
,,,None of the above,22.63%,15.84%,34426
,,,"Total: Total includes all data under the Total* bucket, including data from rows not currently displayed.",26.12%,19.25%,402281
,75 Years or more,Male,Black or African American,51.01%,40.89%,7758
